query,video_id,title,description,publishedAt,channelTitle,location,video_url,viewCount,likeCount,commentCount,comments,TaxonName,query_normalized,created_at,lang_detected,Region_all,created_raw,regionCode,source_flag,species_normalized,search_term_normalized,Region_all.x,Region,LifeForm,PresentStatus,FirstRecord,Region_all.y,CleanName,full_description_lower,FirstRecordDate,time_period,is_iberian
Hormiga loca,video_010036,HORMIGA BAILA DE CABEZA - Espinoso del Rey,La hormiga loca. Hay que tener cuidado con los golpes en la cabeza. ¡Que se lo digan a esta HORMIGA! Bichopedia 1b ...,2013-01-03T17:30:37Z,channel_008400,"40.0, -3.7",[withheld],1302.0,13.0,0.0,,Paratrechina_jaegerskioeldi,Hormiga loca,2013-01-03T17:30:37Z,es,Spain,2013-01-03 17:30:37,,GEO,,,,,Insects,established,2012.0,,,,2012-06-01T12:00:00Z,After,True
Langosta azul,video_012016,langosta azul #acuariofilia #fish #peces #aquarium #pez #aguadulce #viral #langosta,,2023-05-17T12:00:39Z,channel_007360,"40.0, -3.7",[withheld],161.0,4.0,0.0,,Cherax_quadricarinatus,Langosta azul,2023-05-17T12:00:39Z,es,Spain,2023-05-17 12:00:39,,GEO,,,,,Crustaceans,alien,2013.0,,,,2013-06-01T12:00:00Z,After,True
Langosta azul,video_013006,nunca ENCONTRARÁS una LANGOSTA AZUL 🦞🔵 #sabiasque #datoscurisos #curiosidades #shorts,,2025-08-04T23:00:49Z,channel_005215,"40.0, -3.7",[withheld],1580.0,13.0,0.0,,Cherax_quadricarinatus,Langosta azul,2025-08-04T23:00:49Z,es,Spain,2025-08-04 23:00:49,,GEO,,,,,Crustaceans,alien,2013.0,,,,2013-06-01T12:00:00Z,After,True
Leptoglossus occidentalis,video_009551,"Chinche americano del pino, (Leptoglossus occidentalis).","Tres chinches americanos del pino o chinches de las piñas, sobre una corteza de un árbol andando. #chinche.",2020-11-21T20:39:50Z,channel_002659,"40.0, -3.7",[withheld],448.0,2.0,0.0,,Leptoglossus_occidentalis,Leptoglossus occidentalis,2020-11-21T20:39:50Z,,,2020-11-21 20:39:50,,GEO,,,,,Insects,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Leptoglossus occidentalis,video_013249,"PUNAISE Américaine du Pin/Leptoglossus occidentalis. Heidemann, 1910 ! BRUITX",Observations et Enregistrements sur un véhicule dans la campagne du centre de la France : Le 31 Octobre 2020 ! Environ 20 mm ...,2020-10-31T19:41:34Z,channel_001095,"40.0, -3.7",[withheld],133.0,0.0,1.0,Invasive donc..est-elle destructrice ?,Leptoglossus_occidentalis,Leptoglossus occidentalis,2020-10-31T19:41:34Z,fr,,2020-10-31 19:41:34,,GEO,,,,,Insects,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Leptoglossus occidentalis,video_003538,Insecto Sugador-de-Pinhas (Leptoglossus occidentalis),O sugador de pinhas (Leptoglossus occidentalis) é um percevejo invasor nativo da zona Oeste da América do Norte. O primeiro ...,2024-07-29T18:00:05Z,channel_005683,"40.0, -3.7",[withheld],455.0,8.0,0.0,,Leptoglossus_occidentalis,Leptoglossus occidentalis,2024-07-29T18:00:05Z,pt,Portugal,2024-07-29 18:00:05,,GEO,,,,,Insects,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Leptoglossus occidentalis,video_004351,CHINCHE AMERICANA DEL PINO  #chinches #hemiptera #insects,"Chinche americana del pino (Leptoglossus occidentalis), avistado en la Villa de Teror, Gran Canaria, marzo 2024. Incluida en la ...",2024-03-09T18:39:22Z,channel_005623,"28.3, -16.6",[withheld],1768.0,19.0,3.0,[link withheld],Leptoglossus_occidentalis,Leptoglossus occidentalis,2024-03-09T18:39:22Z,,,2024-03-09 18:39:22,,GEO,,,,,Insects,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Leptoglossus occidentalis,video_014944,PRESENCIA de la CHINCHE AMERICANA del PINO en LA GOMERA y GRAN CANARIA  #insects #bugs,Presencia de Leptoglossus occidentalis en La Gomera y Gran Canaria.,2024-03-11T13:17:41Z,channel_005623,"28.3, -16.6",[withheld],286.0,9.0,0.0,,Leptoglossus_occidentalis,Leptoglossus occidentalis,2024-03-11T13:17:41Z,,,2024-03-11 13:17:41,,GEO,,,,,Insects,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Loro gris africano,video_006457,¡Descubre por qué todos quieren un loro gris africano!,"Déjate cautivar por la belleza y la inteligencia de los loros grises africanos, unas criaturas que nos demuestran la increíble ...",2025-05-14T11:19:47Z,channel_004538,"40.0, -3.7",[withheld],1813.0,233.0,5.0,Pero que cojones es esto!!! El audio en castellano y panchito a la vez 😂😂😂 | valen como 20000 dolares nomás | Pusiste imágenes de Sudamérica 😂😂😂 | Berritxu ❤,Psittacus_erithacus,Loro gris africano,2025-05-14T11:19:47Z,es,Spain,2025-05-14 11:19:47,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro gris africano,video_007046,What&#39;s up with your roll?,Loro gris africano hablando.,2018-08-14T16:24:34Z,channel_006544,"40.0, -3.7",[withheld],22.0,0.0,0.0,,Psittacus_erithacus,Loro gris africano,2018-08-14T16:24:34Z,en,,2018-08-14 16:24:34,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro gris de cola roja,video_007745,"La historia del rescate de &quot;Yuyu&quot;, la hembra de yaco naufraga y superviviente del Abra de Bilbao.",Yuyu vuelve a casa. Este domingo nos encontramos flotando y medio ahogado a este #yaco (loro gris de cola roja) en medio de ...,2020-07-07T07:16:12Z,channel_000023,"40.0, -3.7",[withheld],58.0,1.0,0.0,,Psittacus_erithacus,Loro gris de cola roja,2020-07-07T07:16:12Z,es,Spain,2020-07-07 07:16:12,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro gris de cola roja,video_006645,El rescate de la yaco &quot;Yuyu&quot;,Yuyu vuelve a casa. Este domingo nos encontramos flotando y medio ahogado a este #yaco (loro gris de cola roja) en medio de ...,2020-07-07T06:57:55Z,channel_002179,"39.7, -8.0",[withheld],37.0,3.0,1.0,Gracias!,Psittacus_erithacus,Loro gris de cola roja,2020-07-07T06:57:55Z,es,Spain,2020-07-07 06:57:55,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_000279,COMO PONER EL ARNÉS A UN LORO YACO DE COLA ROJA ?   🫀🫶🗽🌳🩸🌍 [link withheld]  #ARNESPARALOROS,COMO PONER EL ARNÉS A UN LORO YACO DE COLA ROJA ? [link withheld] ☎️ 635465610 ...,2024-04-19T14:10:55Z,channel_007616,"40.0, -3.7",[withheld],4297.0,151.0,,,Psittacus_erithacus,Loro yaco,2024-04-19T14:10:55Z,es,Spain,2024-04-19 14:10:55,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_012612,Loro Yaco bebiendo zumo naranja,,2018-06-02T07:37:23Z,channel_003900,"40.0, -3.7",[withheld],49.0,1.0,0.0,,Psittacus_erithacus,Loro yaco,2018-06-02T07:37:23Z,,,2018-06-02 07:37:23,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_010027,Loro Yaco,"loro yaco .paroot loro yaco cola roja ,paroot, cuidados y alimentacion para loros paroot consejos para nuestras aves jaulas y ...",2019-05-31T15:10:32Z,channel_004740,"40.0, -3.7",[withheld],2506.0,24.0,8.0,"muy obediente el loro eh ,deberias hacer un video amigo de como sanarle cuando se les farsie una pata. | Buen video amigo 👍👍👍 | Buen video bendiciones | Que bien este Loro.Es unico!!! | Ajjajaja que bonico es darko! Soy tu fan numero uno precioso 😍😍😍😍😍😍 | Jajaj pela la pipa mejor que yo y sin usar las patas. | Ese lorito darko❤ | bien bien sigue así amigo!!😁",Psittacus_erithacus,Loro yaco,2019-05-31T15:10:32Z,es,Spain,2019-05-31 15:10:32,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_015051,#pintando retrato realista de loro Yaco,handmade #birds #loro #macaw #retratosalapiz #retratos #realisticdrawing #realisticpaintings #realisticpotrait.,2024-10-10T11:52:30Z,channel_000238,"40.0, -3.7",[withheld],0.0,0.0,0.0,,Psittacus_erithacus,Loro yaco,2024-10-10T11:52:30Z,,,2024-10-10 11:52:30,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_005707,Loro yaco hablando (Atila),,2019-03-23T19:58:33Z,channel_006544,"40.0, -3.7",[withheld],81.0,2.0,0.0,,Psittacus_erithacus,Loro yaco,2019-03-23T19:58:33Z,,,2019-03-23 19:58:33,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_013725,Loro YACO COLA ROJA Haciendo ASMR ❤️. Se come un cacahuete 🥜,"Os presento a Lola, es nueva en la familia❤️ Si queréis saber más sobre ella, haré un vídeo donde explico todo sobre sus ...",2020-09-21T20:01:59Z,channel_000413,"40.0, -3.7",[withheld],380.0,32.0,12.0,Loro con suerte | Muy bueno el vídeo de el loro amiga sigue así mucha suerte👍 | Excelente canal y mascota ! Te felicito muchos éxitos ! 👏🏻👏🏻👏🏻 | Que simpatica parece 😄 | es hermosa <3 | Es un pájaro muy agradable buen video,Psittacus_erithacus,Loro yaco,2020-09-21T20:01:59Z,es,Spain,2020-09-21 20:01:59,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_006827,loro yaco muy hablador,"loro yaco cola roja hablando silvando, los loros mas havladores..loro yaco cola roja ,paroot, cuidados y alimentacion para loros ...",2018-12-22T22:56:47Z,channel_004740,"40.0, -3.7",[withheld],6637.0,165.0,8.0,Que increíble son los loritos cuando se quedan sólo! La verdad qe es hermoso | Es muy bonito | Que bonicoo😍 | Me encanta los animales | Me encanta | Saludos xd | O el pobre quiere salir de la jaula | Te está pidiendo que le saques,Psittacus_erithacus,Loro yaco,2018-12-22T22:56:47Z,es,Spain,2018-12-22 22:56:47,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_011688,Loro Yaco ( viva España ),Kiwi un loro de cola roja muy Español.,2023-09-17T02:56:52Z,channel_004985,"40.0, -3.7",[withheld],119.0,6.0,2.0,Dile que diga...vota por vox!!!!❤❤❤ | 😂😂😂😂😂,Psittacus_erithacus,Loro yaco,2023-09-17T02:56:52Z,es,Spain,2023-09-17 02:56:52,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_012562,Loro yaco durmiendo ( 6 meses),"El pequeño Pacho se echa una siesta, después de todo no son tan ruidosos como los pintan.",2018-12-26T21:35:42Z,channel_005018,"40.0, -3.7",[withheld],2491.0,25.0,1.0,Si ui me duermo así me caigo.,Psittacus_erithacus,Loro yaco,2018-12-26T21:35:42Z,es,Spain,2018-12-26 21:35:42,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_000456,Loro yaco y sus conversaciones ( kiwi ),Kiwi por la mañana pidiendo su café y con sus conversaciones.,2023-09-17T03:05:18Z,channel_004985,"40.0, -3.7",[withheld],8.0,1.0,0.0,,Psittacus_erithacus,Loro yaco,2023-09-17T03:05:18Z,es,Spain,2023-09-17 03:05:18,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_013274,Loro yaco 5 meses loquito,,2018-10-14T11:54:35Z,channel_004975,"40.0, -3.7",[withheld],368.0,3.0,1.0,Os ha gustado el vídeo,Psittacus_erithacus,Loro yaco,2018-10-14T11:54:35Z,,,2018-10-14 11:54:35,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_006404,Desaparición Loro Yaco para Angel del canal Amigos de los loros,Loro Yaco Amigos de los loros.,2019-02-12T15:39:05Z,channel_007549,"40.0, -3.7",[withheld],140.0,0.0,0.0,,Psittacus_erithacus,Loro yaco,2019-02-12T15:39:05Z,es,Spain,2019-02-12 15:39:05,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_003893,Niños jugando con loro yaco ( se llama pacho),Se divierten pasándole juguetes a pacho un loro muy cariñoso de 6 meses.,2018-12-25T20:47:13Z,channel_005018,"40.0, -3.7",[withheld],227.0,3.0,,,Psittacus_erithacus,Loro yaco,2018-12-25T20:47:13Z,es,Spain,2018-12-25 20:47:13,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_003161,LORO YACO Prefiere SALIR VOLANDO Antes Que Volver a Su Jaula xD que Lista Ella Gina mas guapa y buen,Siguenos en: [link withheld] [link withheld] ...,2023-08-07T08:00:04Z,channel_008864,"39.6, 3.0",[withheld],21.0,1.0,0.0,,Psittacus_erithacus,Loro yaco,2023-08-07T08:00:04Z,es,Spain,2023-08-07 08:00:04,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_004884,"Rodolfo ,mi loro Yaco cumple 13 años y tiene su regalo...",Rodolfo abre su regalito .. Feliz cumpleaños..,2021-03-22T21:08:36Z,channel_004068,"28.3, -16.6",[withheld],48.0,1.0,0.0,,Psittacus_erithacus,Loro yaco,2021-03-22T21:08:36Z,es,Spain,2021-03-22 21:08:36,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Loro yaco,video_009315,Loro hablando,Loro Yaco.,2020-07-12T13:58:28Z,channel_008943,"28.3, -16.6",[withheld],26.0,1.0,0.0,,Psittacus_erithacus,Loro yaco,2020-07-12T13:58:28Z,,,2020-07-12 13:58:28,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Mauremys sinensis,video_003724,Portrait de l&#39;Emyde à cou rayé,"Une description complète d'une belle tortue aquatique, l'Emyde à cou rayé, Mauremys sinensis, réalisée par les élèves de ...",2025-06-22T10:00:30Z,channel_006883,"40.0, -3.7",[withheld],96.0,31.0,13.0,"Très belle espèce ! | Bravo | Bravo pour tout ce que vous faites ! | 🤩🤩🤩🤩🤩🤩🤩 | Génial, bravo ! | 👏👏👏👏 | merci pour ce petit documentaire très sympa ! | 👍👍👍 | j'adore vos petites vidéos ! | 😍😍😍",Mauremys_sinensis,Mauremys sinensis,2025-06-22T10:00:30Z,fr,,2025-06-22 10:00:30,,GEO,,,,,Herptiles,alien,2014.0,,,,2014-10-10T00:00:00Z,After,True
Megachile sculpturalis,video_012213,"Megachile Sculpturalis - observation near Lyon, France - July 22nd 2020","This is an observation of Megachile SCulpturalis near Lyon, France, made on July 22nd 2020. A basis for people interested in ...",2020-07-22T13:39:59Z,channel_009166,"40.0, -3.7",[withheld],84.0,1.0,0.0,,Megachile_sculpturalis,Megachile sculpturalis,2020-07-22T13:39:59Z,en,,2020-07-22 13:39:59,,GEO,,,,,Insects,established,2018.0,,,,2018-06-01T12:00:00Z,After,True
Mnemiopsis leidyi,video_010555,Amazing Kelly in Valencia - Warty comb jelly Mnemiopsis leidyi,Warty comb jelly - Sea walnut City of Arts and Sciences Oceanografic Valencia Spain.,2015-10-25T14:54:45Z,channel_007842,"40.0, -3.7",[withheld],593.0,3.0,1.0,Had to search it up. What a fine creature.,Mnemiopsis_leidyi,Mnemiopsis leidyi,2015-10-25T14:54:45Z,en,,2015-10-25 14:54:45,,GEO,,,,,Non-arthropod invertebrates,established,2009.0,,,,2009-06-01T12:00:00Z,After,True
Mosca blanca,video_014013,🪰 ¿Cómo COMBATIR la mosca BLANCA en tus plantas? 🪴,"En momentos de calor, empiezan a aparecer las moscas blancas y nos machacan las plantas ¿Quieres saber cómo combatirla?",2023-08-08T19:30:09Z,channel_001749,"40.0, -3.7",[withheld],23877.0,760.0,14.0,"Jabón en polvo,agua oxigenada,y aceite de nem  de este óptimo que sea muy poco, en un litro de agua 3 onzas de agua oxigenada  una cucharada  de jabón en polvo y por último y muy importante un  cuarto de cucharadita de aceite de  nem  agítalo muy bien  que repose por lo menos una hora y listo | Si jablon blanco, un cuchara sopera por un litro de agua cada 7 días y las eliminas completamente saludos | Necesito ayuda son demasiadas y estan matando mis plantas | Agroquímicos, una pena que sean cancerígenos pero en mi jardín | No las matas pero las aliñas… | Con todos mis respetos, jabón potásico y aceite de nim?? Cómo lo ves? | Gracias por tu consejo, logré salvar mi limonero y mi naranjo. | Jabón potásico | Ami esa mosca blanca me empeso en mi ruda y de ay se fue expandiéndose asta que me seco un arbol y me esta secando otras plantas la verdad es que si se pasan con facilidad el dia que cura la ruda bolaron asia otras de mis plantas y pues cuento de nunca acabar 😢😢 | Gracias",Bemisia_tabaci,Mosca blanca,2023-08-08T19:30:09Z,es,Spain,2023-08-08 19:30:09,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_007634,ELIMINA LAS PLAGAS DEL HUERTO 🐛 Combatir Pulgón | Mosca Blanca | Araña Roja | 100% Ecológico,"Remedio para eliminar las Plagas y Enfermedades más comunes en Plantas, Jardín y Huerto. Aplicando el SUPER ...",2020-03-30T10:00:18Z,channel_003675,"40.0, -3.7",[withheld],6452.0,345.0,32.0,"Muy bueno | Y. La cochinilla blanca rallada?me trae de cabeza con mi naranjo | Que hago con la cochinilla blanca con rayas,no la había visto nunca y la tiene mi naranjo que es joven.que horrror ,ayudaaaaaa | Aunque SABES? YO NO QUIERO COMBATIR A LOS SALTAMONTES, DE HE HECHO LOS SALVO DE MIS GATITOS CUANDO LOS ATRAPAN,  PREFIERO ""ALEJARLOS"" QUE SE VAYAN😆 GRACIAS CHICO. ATTE. HERMANA DE BRUNO ( EL DE LA FOTO )👍🌺🌻🌼🌷🌹💐🌿 | MANOS A LA OBRA CHICO, TE LO AGRADEZCO MUCHO, YO VIVO EN PISO ARRIBA Y SÓLO PUEDO TENER MACETAS Y AÚN ASÍ CAE PLAGA, MIS ROSAS YA ESTÁN MURIENDO , ESTARÉ CHECANDO TODOS TUS VIDEOS, MIL GRACIAS 😊👍 | Hola, en mi arbol de Durazno sale una especie de gelatina  del tronco  transparente  y después  se torna ocre. Bendiciones | Que vaina s me murieron varias pero es muy difícil encontrar muchas cosas ahora hasta el humus de lombriz, tierra abono cascara de arroz etc. | Hola qué tal, una pregunta, inicié mi huerto y plante brócoli 🥦 ya habían salidos los brotesitos y me di cuenta de un día para el otro que las hojas estaban perforadas entonces encontré un bichero como este 🐛 de  3mm aprox lo quite pero no sé si haya otros, alguna recomendación que puedas darme para salvar mi cosecha? 
Mil gracias 😊 

Ig:diananb.25 | Hola mil gracias por su enseñanza pero tengo unas plantas de jardín en el balcón lo fumige con el aceite y ajo y solo una rosa que tengo está después de regarla se lleno de pulgón verde, que hago | Ya identifique el nombre del villano de mis plantas! Jajaj saludos desde México, gracias por tus vídeos!!!!",Bemisia_tabaci,Mosca blanca,2020-03-30T10:00:18Z,es,Spain,2020-03-30 10:00:18,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_002850,Métodos de control biológico de la mosca blanca: ensayo de campo en VIRTIGATION,En un ensayo de campo realizado en el centro experimental de TECNOVA en Almería dentro del proyecto VIRTIGATION se han ...,2023-12-01T09:56:22Z,channel_007835,"40.0, -3.7",[withheld],642.0,8.0,0.0,,Bemisia_tabaci,Mosca blanca,2023-12-01T09:56:22Z,es,Spain,2023-12-01 09:56:22,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_004616,Lucha biológica contra mosca blanca en cultivo de flor de pascua,,2018-10-17T18:35:57Z,channel_009376,"40.0, -3.7",[withheld],198.0,5.0,0.0,,Bemisia_tabaci,Mosca blanca,2018-10-17T18:35:57Z,,,2018-10-17 18:35:57,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_000858,Control de TRIPS y mosca blanca en gerbera,José Enrique González Zamora nota explica el control biológico que estamos intentando en gerbera en colaboración con Biosur.,2020-10-15T20:16:57Z,channel_003531,"40.0, -3.7",[withheld],578.0,8.0,0.0,,Bemisia_tabaci,Mosca blanca,2020-10-15T20:16:57Z,es,Spain,2020-10-15 20:16:57,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_004595,VIRTIGATION #HistoríasDeInvestigación: Ensayos de campo de TECNOVA para controlar la mosca blanca,"En VIRTIGATION, TECNOVA está realizando ensayos de campo sobre métodos de control biológico de la mosca blanca en ...",2024-11-04T14:52:53Z,channel_007835,"40.0, -3.7",[withheld],55.0,0.0,0.0,,Bemisia_tabaci,Mosca blanca,2024-11-04T14:52:53Z,,,2024-11-04 14:52:53,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_002102,Elimina la MOSCA DEL SUSTRATO 🌿(Mosca Blanca) Plantas de Interior | Control PLAGAS 💚,"Cuatro soluciones para eliminar las plagas de tus plantas, principalmente la Mosca Blanca. La mosca blanca, suele encontrarse ...",2021-06-29T10:08:21Z,channel_006296,"40.0, -3.7",[withheld],15706.0,331.0,25.0,"FLACOTA HERMOSOTA... ME GUSTARÍA SEMBRAR CONTIGO. | Hola lo del jabón potásico te has equivocado , púes vale unos 10eur. y la tierra de diatomeas es de lo mejor que hay para las plantas, es un enraizante de lo mejor que ahí, es inocuo lo puedes comer o echar en el cuerpo de las mascotas ect. | ❤❤❤❤ | Hola linda gracias por este video ya no los aguanto están por todas mis plantas esos mosquitos 🦟🥲🥹 | Hola, cuando prepares la tierra para las macetas, pon tierra de diatomeas un poco revuelto con la misma y perlita, veras como es difícil que entren en general los bichos, también puedes espolvorear por encima de la tierra y no la riegues en unos días. | YO PARA ACABAR CON LAS MOSCAS HE CAMBIADO EL SUSTRATO DE LAS ORQUIDEAS Y UTLIZO EL JABON POTASICO EN SPRAY.👍🏻 | El jabón Potásico,Ami me funciona genial | Tiene que ser vinagre de manzana o puede ser otro | Gracias me hacía falta para  probar con una planta 😃 | Nunca me sirvió el jabon potasico (que yo le tiro con Neem)",Bemisia_tabaci,Mosca blanca,2021-06-29T10:08:21Z,es,Spain,2021-06-29 10:08:21,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
